author_keywords,citation_count,eid,length_of_abstract,publication_year,refcount,sub_type,subject_areas
"Graphene nanoplatelets (GNPs),High-volume fly ash (HVFA),HVFA concrete,Plastic waste (PW),Response-surface methodology (RSM)",11,2-s2.0-85133336679,301,2022,81,ar,ENGI
"Graphene nanoplatelets (GNPs),High-volume fly ash (HVFA),HVFA concrete,Plastic waste (PW),Response-surface methodology (RSM)",11,2-s2.0-85133336679,301,2022,81,ar,MATE
"Asia–Pacific region,Bariatric/metabolic surgery,COVID-19,Indication,Insurance coverage",2,2-s2.0-85133210646,253,2022,40,ar,MEDI
"Asia–Pacific region,Bariatric/metabolic surgery,COVID-19,Indication,Insurance coverage",2,2-s2.0-85133210646,253,2022,40,ar,NURS
"Body mass index,Female university students,Indonesian food consumption,Overnutrition",0,2-s2.0-85133182420,206,2022,36,ar,MEDI
"Body mass index,Female university students,Indonesian food consumption,Overnutrition",0,2-s2.0-85133182420,206,2022,36,ar,SOCI
"Body mass index,Female university students,Indonesian food consumption,Overnutrition",0,2-s2.0-85133182420,206,2022,36,ar,NURS
"Diagnostic imaging,Durotomy,Interbody fusion,Intradural herniation,Lumbar disc disease,Open discectomy",4,2-s2.0-85133159692,267,2022,15,ar,MEDI
"hydrogenation,nickel,polycyclic aromatic hydrocarbons,pyrolysis,waste tire",2,2-s2.0-85133133930,290,2022,67,ar,ENER
"bromodiethylsulfonium bromopentachloroantimonate,glycosyl chlorides,one-pot synthesis,thioglycosides",1,2-s2.0-85132997282,132,2022,41,ar,CHEM
"Adaptive optimal perimeter control,Closed-loop stability,Experience replay,Heterogeneous data resolution,Integral reinforcement learning,Macroscopic fundamental diagram",8,2-s2.0-85132875770,285,2022,67,ar,ENGI
"Adaptive optimal perimeter control,Closed-loop stability,Experience replay,Heterogeneous data resolution,Integral reinforcement learning,Macroscopic fundamental diagram",8,2-s2.0-85132875770,285,2022,67,ar,SOCI
"Adaptive optimal perimeter control,Closed-loop stability,Experience replay,Heterogeneous data resolution,Integral reinforcement learning,Macroscopic fundamental diagram",8,2-s2.0-85132875770,285,2022,67,ar,DECI
"Biomedical,Energy harvesters,Healthcare,Piezoelectricity,Smart materials",46,2-s2.0-85132825215,239,2022,115,re,ENER
"Biomedical,Energy harvesters,Healthcare,Piezoelectricity,Smart materials",46,2-s2.0-85132825215,239,2022,115,re,MATE
"Biomedical,Energy harvesters,Healthcare,Piezoelectricity,Smart materials",46,2-s2.0-85132825215,239,2022,115,re,ENGI
"Biochemicals,Bioenergy,Biorefining,Cosmetics,Macroalgae",7,2-s2.0-85132819075,148,2022,131,re,CENG
"Biochemicals,Bioenergy,Biorefining,Cosmetics,Macroalgae",7,2-s2.0-85132819075,148,2022,131,re,ENVI
"Biochemicals,Bioenergy,Biorefining,Cosmetics,Macroalgae",7,2-s2.0-85132819075,148,2022,131,re,ENER
"Alzheimer’s disease,DAF-16,DCT-1,Glutamatergic neurons,Mitophagy",5,2-s2.0-85132706570,203,2022,75,ar,NEUR
"Chikungunya,IL-1Ra,VCAM-1",0,2-s2.0-85132228504,119,2022,32,ar,IMMU
"Chikungunya,IL-1Ra,VCAM-1",0,2-s2.0-85132228504,119,2022,32,ar,VETE
"Chikungunya,IL-1Ra,VCAM-1",0,2-s2.0-85132228504,119,2022,32,ar,AGRI
"Chikungunya,IL-1Ra,VCAM-1",0,2-s2.0-85132228504,119,2022,32,ar,MEDI
"Angle closure,Glaucoma,Primary angle closure disease,Treatment",0,2-s2.0-85132178863,197,2022,75,re,MEDI
"corporate governance,corporate social responsibility,female director,managerial power theory,social capital,social commitment,sustainability",9,2-s2.0-85132160392,163,2022,143,ar,SOCI
"corporate governance,corporate social responsibility,female director,managerial power theory,social capital,social commitment,sustainability",9,2-s2.0-85132160392,163,2022,143,ar,BUSI
"corporate governance,corporate social responsibility,female director,managerial power theory,social capital,social commitment,sustainability",9,2-s2.0-85132160392,163,2022,143,ar,ENVI
"carbocycles,Grubbs catalyst,heterocycles,ring-closing metathesis,vinylic bromides",1,2-s2.0-85132011145,107,2022,43,ar,CHEM
"Corporal punishment,Physical punishment,Violence against children,Violent discipline",1,2-s2.0-85131953536,254,2022,43,ar,MEDI
"Corporal punishment,Physical punishment,Violence against children,Violent discipline",1,2-s2.0-85131953536,254,2022,43,ar,PSYC
"flow cytometry,hematuria,microparticle,phosphatidylserine,urinalysis",0,2-s2.0-85131784554,252,2022,29,ar,MEDI
"flow cytometry,hematuria,microparticle,phosphatidylserine,urinalysis",0,2-s2.0-85131784554,252,2022,29,ar,BIOC
"fungus,human microbiome,pollution,skin diseases,yeasts",0,2-s2.0-85131716420,227,2022,40,ar,BIOC
"fungus,human microbiome,pollution,skin diseases,yeasts",0,2-s2.0-85131716420,227,2022,40,ar,MEDI
"Aqueous zinc-ion battery,Glass microfiber separator,Metal–organic framework,Zr-MOFs",8,2-s2.0-85131594998,199,2022,43,ar,MATE
"cytochrome oxidase 1,malaria,Plasmodium fieldi,Plasmodium inui,Thailand",8,2-s2.0-85131586267,261,2022,35,ar,MEDI
"Antioxidant,DNA damage inhibition,Nigella sativa,Thermal oxidation,Thymoquinone",0,2-s2.0-85131572084,421,2022,46,ar,AGRI
"Antioxidant,DNA damage inhibition,Nigella sativa,Thermal oxidation,Thymoquinone",0,2-s2.0-85131572084,421,2022,46,ar,BIOC
"Breast cancer,Fall incidence density,Physical performance test,Taxane-based chemotherapy",1,2-s2.0-85131509508,242,2022,48,ar,MEDI
"Ethnic minorities,Legal status,Mental health,Stateless,Thailand",0,2-s2.0-85131458727,289,2022,90,ar,SOCI
"Ethnic minorities,Legal status,Mental health,Stateless,Thailand",0,2-s2.0-85131458727,289,2022,90,ar,MEDI
"Flavonol glycosides,Nephelium lappaceum,Nitric oxide suppression,Rambutan,Sapindaceae",0,2-s2.0-85131422253,81,2022,32,ar,BIOC
"Flavonol glycosides,Nephelium lappaceum,Nitric oxide suppression,Rambutan,Sapindaceae",0,2-s2.0-85131422253,81,2022,32,ar,AGRI
"Arthrodesis,Cerebral palsy,Flatfoot,Grice extra-articular subtalar fusion,Subtalar joint,Treatment outcome",0,2-s2.0-85131415601,279,2022,40,ar,MEDI
"Lithium,Photoabsorber,Photovoltaic,Semiconductor,ZnSnN2 thin films",8,2-s2.0-85131401233,168,2022,50,ar,CENG
"Lithium,Photoabsorber,Photovoltaic,Semiconductor,ZnSnN2 thin films",8,2-s2.0-85131401233,168,2022,50,ar,MATE
"antimicrobial resistance,Asian sea bass,distribution,Vibrionaceae",4,2-s2.0-85131357568,231,2022,37,ar,AGRI
"antimicrobial resistance,Asian sea bass,distribution,Vibrionaceae",4,2-s2.0-85131357568,231,2022,37,ar,VETE
"COVID-19,immunogenicity,plant-produced recombinant protein,receptor-binding domain,SARS-CoV-2,subunit vaccine,variant vaccine",3,2-s2.0-85131069161,230,2022,49,ar,IMMU
"COVID-19,immunogenicity,plant-produced recombinant protein,receptor-binding domain,SARS-CoV-2,subunit vaccine,variant vaccine",3,2-s2.0-85131069161,230,2022,49,ar,MEDI
"Bismuth oxyiodide,Composites,Graphene aerogel,Methyl orange,Photocatalysis",10,2-s2.0-85130792159,179,2022,37,ar,ENVI
"Bismuth oxyiodide,Composites,Graphene aerogel,Methyl orange,Photocatalysis",10,2-s2.0-85130792159,179,2022,37,ar,CHEM
"Bismuth oxyiodide,Composites,Graphene aerogel,Methyl orange,Photocatalysis",10,2-s2.0-85130792159,179,2022,37,ar,MEDI
"Adhesive,Bond model,Concrete,Effective bond length,Embedded through-section",0,2-s2.0-85130627173,175,2022,20,ar,MATE
"Adhesive,Bond model,Concrete,Effective bond length,Embedded through-section",0,2-s2.0-85130627173,175,2022,20,ar,CENG
"2k factorial experimental design,CO2 capture,Potassium carbonate,Simulation,Techno-economic",5,2-s2.0-85130512098,171,2022,55,ar,ENGI
"2k factorial experimental design,CO2 capture,Potassium carbonate,Simulation,Techno-economic",5,2-s2.0-85130512098,171,2022,55,ar,MATH
"2k factorial experimental design,CO2 capture,Potassium carbonate,Simulation,Techno-economic",5,2-s2.0-85130512098,171,2022,55,ar,ENER
"2k factorial experimental design,CO2 capture,Potassium carbonate,Simulation,Techno-economic",5,2-s2.0-85130512098,171,2022,55,ar,ENVI
"Adjacent segmental degeneration,Entry point,Facet joint violation Instrumentation,MIS surgery interbody fusion,Navigation,Risk factor",1,2-s2.0-85130449791,559,2022,23,ar,MEDI
"3D-printing,Internet-of-things (IoT),Point-of-care,Potassium,Potentiometric detection,Sodium,Solid-contact ion-selective electrode",5,2-s2.0-85130127140,233,2022,57,ar,CHEM
"Hybrid coatings,Hydrophobicity,Nano-fumed silica,Organo-modified clay,Roughness profile,Siloxane-modified polyacrylate",2,2-s2.0-85130123251,147,2022,47,ar,CHEM
"Hybrid coatings,Hydrophobicity,Nano-fumed silica,Organo-modified clay,Roughness profile,Siloxane-modified polyacrylate",2,2-s2.0-85130123251,147,2022,47,ar,PHYS
"Hybrid coatings,Hydrophobicity,Nano-fumed silica,Organo-modified clay,Roughness profile,Siloxane-modified polyacrylate",2,2-s2.0-85130123251,147,2022,47,ar,MATE
"Hybrid coatings,Hydrophobicity,Nano-fumed silica,Organo-modified clay,Roughness profile,Siloxane-modified polyacrylate",2,2-s2.0-85130123251,147,2022,47,ar,CENG
"Bio-based benzoxazine,Near-infrared light,Photothermal effects,Self-healing polymers,Shape memory polymers",2,2-s2.0-85129989440,302,2022,51,ar,MATE
"3/2-SVM,Closed-form formula,Conditional moment,ECIR Process,Nonlinear drift CEV process",7,2-s2.0-85129728661,98,2022,29,ar,MATH
"Biodiesel,CaO catalyst pellets,Catalyst pellet fabrication,Transesterification",8,2-s2.0-85129339199,162,2022,42,ar,CENG
"Biodiesel,CaO catalyst pellets,Catalyst pellet fabrication,Transesterification",8,2-s2.0-85129339199,162,2022,42,ar,ENER
"Biodiesel,CaO catalyst pellets,Catalyst pellet fabrication,Transesterification",8,2-s2.0-85129339199,162,2022,42,ar,CHEM
"colorimetric sensors,hydrogen sulfide sensor,polycyanobutadienes,sulfonamides,[2+2]-cycloaddition",1,2-s2.0-85129276746,76,2022,32,ar,CHEM
"dose–response model,maximum likelihood estimator,pork,probability distribution,risk assessment,Streptococcus suis illness,swine blood",1,2-s2.0-85129276118,310,2022,35,ar,MEDI
"dose–response model,maximum likelihood estimator,pork,probability distribution,risk assessment,Streptococcus suis illness,swine blood",1,2-s2.0-85129276118,310,2022,35,ar,IMMU
"dose–response model,maximum likelihood estimator,pork,probability distribution,risk assessment,Streptococcus suis illness,swine blood",1,2-s2.0-85129276118,310,2022,35,ar,VETE
"malaria,Plasmodium coatneyi,rhesus macaque,tissue pathology,ultrastructure",0,2-s2.0-85129169220,183,2022,68,ar,VETE
"Aging people,China,Health,Socioeconomic status",0,2-s2.0-85128599689,126,2022,45,ar,PSYC
"Aging people,China,Health,Socioeconomic status",0,2-s2.0-85128599689,126,2022,45,ar,ECON
"Candidatus Mycoplasma haemosuis,Mycoplasma parvum,Mycoplasma suis,pig,porcine haemoplasma,Thailand",3,2-s2.0-85127602332,288,2022,50,ar,IMMU
"Candidatus Mycoplasma haemosuis,Mycoplasma parvum,Mycoplasma suis,pig,porcine haemoplasma,Thailand",3,2-s2.0-85127602332,288,2022,50,ar,VETE
"Banking relationship,Mortgage loan,Pecking order,Unsecured debt",1,2-s2.0-85127362995,110,2022,51,ar,BUSI
"Banking relationship,Mortgage loan,Pecking order,Unsecured debt",1,2-s2.0-85127362995,110,2022,51,ar,ECON
"diagnosis,duck,duck Tembusu virus,hemagglutination inhibition test,indirect immunofluorescence test",0,2-s2.0-85126883563,251,2022,33,ar,IMMU
"diagnosis,duck,duck Tembusu virus,hemagglutination inhibition test,indirect immunofluorescence test",0,2-s2.0-85126883563,251,2022,33,ar,VETE
"corporate governance,corporate social responsibility,market for corporate control,research quotient,takeover threats",5,2-s2.0-85126775629,160,2022,69,ar,SOCI
"corporate governance,corporate social responsibility,market for corporate control,research quotient,takeover threats",5,2-s2.0-85126775629,160,2022,69,ar,BUSI
"corporate governance,corporate social responsibility,market for corporate control,research quotient,takeover threats",5,2-s2.0-85126775629,160,2022,69,ar,ENVI
"Air pollution,Health risk assessment,Occupational exposure,Press factory",1,2-s2.0-85126009629,250,2022,40,ar,ENVI
"Air pollution,Health risk assessment,Occupational exposure,Press factory",1,2-s2.0-85126009629,250,2022,40,ar,AGRI
"cellular immune responses,duck,duck Tembusu virus,humoral immune responses,virus-host interaction",2,2-s2.0-85124599954,265,2022,34,ar,IMMU
"cellular immune responses,duck,duck Tembusu virus,humoral immune responses,virus-host interaction",2,2-s2.0-85124599954,265,2022,34,ar,VETE
"immigration,mental health/well-being,policy issues",1,2-s2.0-85123848814,190,2022,86,ar,SOCI
"High risk ulcer,Rebleeding,Second look endoscopy",1,2-s2.0-85122769114,275,2022,18,ar,MEDI
"coronavirus,epidemiology,evolution,genetic,Lao PDR,mutation,orcine deltacoronavirus,SEA,Thailand,Vietnam",2,2-s2.0-85122648586,272,2022,68,ar,IMMU
"coronavirus,epidemiology,evolution,genetic,Lao PDR,mutation,orcine deltacoronavirus,SEA,Thailand,Vietnam",2,2-s2.0-85122648586,272,2022,68,ar,VETE
"cat,dog,SARS-CoV-2,survey,Thailand",9,2-s2.0-85122186620,167,2022,31,ar,MEDI
"cat,dog,SARS-CoV-2,survey,Thailand",9,2-s2.0-85122186620,167,2022,31,ar,IMMU
"cat,dog,SARS-CoV-2,survey,Thailand",9,2-s2.0-85122186620,167,2022,31,ar,VETE
"CO hydrogenation,Hydrophilic property,Layered structure,Light olefins",1,2-s2.0-85119493591,142,2022,40,ar,CENG
"CO hydrogenation,Hydrophilic property,Layered structure,Light olefins",1,2-s2.0-85119493591,142,2022,40,ar,CHEM
"Dual-energy CT,Hematuria,Renal mass,Single bolus,Split bolus,Virtual unenhanced images",2,2-s2.0-85117734074,347,2022,20,ar,HEAL
"Dual-energy CT,Hematuria,Renal mass,Single bolus,Split bolus,Virtual unenhanced images",2,2-s2.0-85117734074,347,2022,20,ar,MEDI
"empty nose syndrome,nasal perception,neurogenic dysfunction,psychogenic comorbidity",13,2-s2.0-85117478958,268,2022,81,re,MEDI
"COVID-19,Obstructive sleep apnea,Positive airway pressure compliance",2,2-s2.0-85117277063,258,2022,23,ar,MEDI
"Alu methylation,Alu repetitive sequence,Burn scar",1,2-s2.0-85117204261,262,2022,46,ar,MEDI
"Chulalongkorn University,Higher education institutions,SDG2,Sufficiency economy philosophy,sustainable agri-food system,Thailand",5,2-s2.0-85117130007,182,2022,57,ar,SOCI
"Chulalongkorn University,Higher education institutions,SDG2,Sufficiency economy philosophy,sustainable agri-food system,Thailand",5,2-s2.0-85117130007,182,2022,57,ar,ECON
"Chulalongkorn University,Higher education institutions,SDG2,Sufficiency economy philosophy,sustainable agri-food system,Thailand",5,2-s2.0-85117130007,182,2022,57,ar,ENVI
"Bilateral Wilms tumor,Horseshoe kidney,Intracaval tumor thrombus,Nephron-sparing surgery,Venous thrombectomy",2,2-s2.0-85113600460,280,2022,26,ar,MEDI
"Apnea–hypopnea index,Glucose,Oxygen,Sleep apnea,Sleep-disordered breathing",0,2-s2.0-85112491014,269,2022,30,ar,MEDI
"ASEAN,Asian business,Competition law and economics,inter-country comparisons,regional integration",1,2-s2.0-85107350224,260,2022,88,ar,ECON
"Automatic adaptive mesh,elastic compensation,limit analysis,recovery stress field,smoothed finite element",3,2-s2.0-85107030652,104,2022,60,ar,COMP
"Automatic adaptive mesh,elastic compensation,limit analysis,recovery stress field,smoothed finite element",3,2-s2.0-85107030652,104,2022,60,ar,MATH
"Deep reinforcement learning (RL),multiagent system,online vehicle routing,stochastic network traffic,vehicle dispatching",10,2-s2.0-85102239222,211,2022,60,ar,COMP
"Employee engagement,HRM,oil and gas,organisation climate,SEM",1,2-s2.0-85138316715,247,2022,26,ar,ENGI
"CFD,finite volume method,Heat transfer,numerical simulations,turbulators",0,2-s2.0-85137256367,240,2022,44,ar,ENGI
"Comprehensive heartcut,Database simulation approach,High resolution GC,Identified compound validation,Two-dimensional GC",3,2-s2.0-85135857839,315,2022,26,ar,CHEM
"Comprehensive heartcut,Database simulation approach,High resolution GC,Identified compound validation,Two-dimensional GC",3,2-s2.0-85135857839,315,2022,26,ar,BIOC
"Antimicrobial resistance,Dosing regimens,Fish,Long-acting oxytetracycline,Pharmacokinetics,Streptococcus agalactiae",0,2-s2.0-85129548764,297,2022,62,ar,AGRI
"aged rooster,blood metabolites,Lasia spinosaThw,reproductive performance,RNA-seq",1,2-s2.0-85138288898,329,2022,38,ar,AGRI
"aged rooster,blood metabolites,Lasia spinosaThw,reproductive performance,RNA-seq",1,2-s2.0-85138288898,329,2022,38,ar,MEDI
"aged rooster,blood metabolites,Lasia spinosaThw,reproductive performance,RNA-seq",1,2-s2.0-85138288898,329,2022,38,ar,NURS
"acetaldehyde,dehydration,glycerol,HZSM-5,indium oxide",5,2-s2.0-85136164313,124,2022,46,ar,CHEM
"acetaldehyde,dehydration,glycerol,HZSM-5,indium oxide",5,2-s2.0-85136164313,124,2022,46,ar,ENVI
"acetaldehyde,dehydration,glycerol,HZSM-5,indium oxide",5,2-s2.0-85136164313,124,2022,46,ar,CENG
"acetaldehyde,dehydration,glycerol,HZSM-5,indium oxide",5,2-s2.0-85136164313,124,2022,46,ar,ENER
"antibiotic resistant,mortality,multidrug-resistant infection,predictive scoring,screening tool",0,2-s2.0-85137975267,307,2022,41,ar,PHAR
"antibiotic resistant,mortality,multidrug-resistant infection,predictive scoring,screening tool",0,2-s2.0-85137975267,307,2022,41,ar,MEDI
"Cardiac autonomic activity,Chronic mild stress,GABAergic system,Paraventricular nucleus,Rat",2,2-s2.0-85133436283,265,2022,64,ar,NEUR
"anemia,endoscopy,gastric acid secretion,gastrointesinal endoscopy",0,2-s2.0-85137864359,216,2022,11,ar,MEDI
"Electrolyte additive,Ethylene carbonate,Zinc-ion battery,Zn dendrites",4,2-s2.0-85130344729,204,2022,46,ar,CENG
"Anticancer agents,Apoptosis,Drug discovery,Marine microorganisms,Marine-derived products,Secondary metabolites",6,2-s2.0-85129552418,187,2022,199,ar,ENVI
"Groundwater,Irrigation purposes,Magnesium and salinity concentration",1,2-s2.0-85147185014,167,2022,49,ch,EART
"Groundwater,Irrigation purposes,Magnesium and salinity concentration",1,2-s2.0-85147185014,167,2022,49,ch,ENVI
"Groundwater,Irrigation purposes,Magnesium and salinity concentration",1,2-s2.0-85147185014,167,2022,49,ch,MEDI
"Groundwater,Irrigation purposes,Magnesium and salinity concentration",1,2-s2.0-85147185014,167,2022,49,ch,CHEM
"Anthropogenic activities,Entropy water quality index,Groundwater,Water quality index",2,2-s2.0-85147176632,215,2022,51,ch,EART
"Anthropogenic activities,Entropy water quality index,Groundwater,Water quality index",2,2-s2.0-85147176632,215,2022,51,ch,ENVI
"Anthropogenic activities,Entropy water quality index,Groundwater,Water quality index",2,2-s2.0-85147176632,215,2022,51,ch,MEDI
"Anthropogenic activities,Entropy water quality index,Groundwater,Water quality index",2,2-s2.0-85147176632,215,2022,51,ch,CHEM
