eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount 
2-s2.0-85092221968,ENGI,2020,238,"Community wastewater,Contingent valuation method,Eco-biofilter/membrane bioreactor,Wastewater treatment and reuse,Willingness to pay",ar,2,20
2-s2.0-85098050533,"MATE,ENGI",2020,103,Zn ion battery Zn dendrite Electrode design Electrolyte Separator4. Acknowledgements,ar,18,15
2-s2.0-85092590270,"CHEM,CENG",2020,253,,ar,3,29
2-s2.0-85092494009,"IMMU,MEDI",2020,272,"actinobacteria,bryophytes,draft genome,genome mining,Physcomitrium sphaericum,plant-growth promoting bacteria,plant-microbes interaction,whole genome sequencing",ar,7,99
2-s2.0-85092053634,MEDI,2020,283,"Diabetic ketoacidosis,Immune checkpoint inhibitors,Immune-related adverse event,Immunotherapy,Isolated adrenocorticotropic hormone deficiency",ar,7,11
2-s2.0-85098513454,"BIOC,CHEM,ENGI,MATE,PHYS",2020,89,"Copper oxide,Cu foil electrode,electrochemical,Scanning electron microscope",cp,4,11
2-s2.0-85099520268,CHEM,2020,158,"clinical diagnostic,environmental monitoring,Flow-based system,food control and safety,microfluidic chip,paper-based device",ar,4,206
2-s2.0-85092358582,"MEDI,IMMU",2020,260,"cecal ligation and puncture,dysbiosis,gut leakage,high-fat diet,intestinal Candida,obesity,probiotics",ar,27,83
2-s2.0-85092278988,"ENVI,ENER",2020,201,"Global warming potential,Life cycle assessment,Material flow analysis,Solid waste management,Urban green areas",ar,23,47
2-s2.0-85092274261,"IMMU,MEDI",2020,288,"cell penetrating antibody (transbody),coxsackieviruses,EV71,human single-chain antibodies,plaque assay,real-time RT-PCR,VP4",ar,12,108
2-s2.0-85090991496,MULT,2020,162,"Immunology,Molecular Biology,Molecular Genetics",ar,33,65
2-s2.0-85092151149,"BIOC,CENG,MEDI,ENGI",2020,264,"alignment-free,comparative genomics,k-mer,phylogenomics,species identification",ar,5,53
2-s2.0-85076765481,"CHEM,AGRI",2020,154,"bacteria,kokumi substances,microbial diversity,Pla-ra,Thai fermented freshwater fish",ar,29,40
2-s2.0-85092559898,"CHEM,CENG",2020,171,,ar,9,32
2-s2.0-85094114199,MEDI,2020,117,,ar,0,30
2-s2.0-85093514560,CHEM,2020,106,,re,33,90
2-s2.0-85091945109,PHYS,2020,140,,ar,4,37
2-s2.0-85091191261,"CHEM,ENGI,MATE",2020,152,,ar,15,51
2-s2.0-85088214646,"ENER,PHYS",2020,144,"Diffusion kinetics,Energy barrier,High pressure,Hydrogen vacancy,Super hydride",ar,14,62
2-s2.0-85087979973,"PHYS,CHEM,CENG",2020,85,,er,1,
2-s2.0-85085731642,"PHYS,CHEM,CENG",2020,201,"Anti-Fouling membrane,NaCl rejection,Polyamide,TiO2 colloid",ar,12,28
2-s2.0-85101674089,"COMP,ENGI,PHYS",2020,194,"Convolutional neural network,Gait,Gait energy image,Person identification,Physical biometric",cp,11,16
2-s2.0-85101671274,"COMP,ENGI,PHYS",2020,120,"Deep neural network,GPS data,Intelligent transportation system,Long short-term memory,Travel time",cp,3,15
2-s2.0-85095865378,COMP,2020,129,"Analytic Hierarchy Process,Business continuity management,Family,Family continuity management,Plan",cp,0,17
2-s2.0-85091474515,MEDI,2020,246,"behavioral progression,bowel surgery,Crohn disease,hospital-based cohort,immunomodulators,Thailand",ar,3,50
2-s2.0-85091325075,VETE,2020,215,"Cats,Heart,Left atrium,Strain",ar,3,41
2-s2.0-85089291922,"ENVI,CENG,MATE,ENER",2020,191,"dopant-free, hole transporting material, indaceno[1,2-b:5,6-b′]dithiophene, ladder-like polymer, perovskite solar cells",ar,11,70
2-s2.0-85087662591,"CENG,CHEM,MATE,ENGI",2020,146,"barrier performance,functionalized graphene,intercalation,mechanical properties,nanocomposite films,polyvinyl alcohol",ar,25,79
2-s2.0-85087357897,"MEDI,BIOC",2020,147,"diffuse large B-cell lymphoma,EFS12,prognosis,risk stratification,Survival",ar,1,35
2-s2.0-85074048511,"MATE,PHYS,ENGI",2020,148,"anodised films,Fluoride,hydrophilicity,surface roughness,two-step Anodisation",ar,3,16
2-s2.0-85092204351,"MATH,DECI",2020,179,"Bayesian model,Cross-validation,Hierarchical models,Monte Carlo simulations",ar,0,31
2-s2.0-85091945221,"NEUR,MEDI",2020,363,"Botulinum toxin-A,cervical dystonia,continuous medical education (CME),patient management,practices,rehabilitation,spastic paresis",ar,2,38
2-s2.0-85091127065,"MEDI,NEUR",2020,172,"Madelung's disease,Multiple symmetrical lipomatosis,Obstructive sleep apnea",ar,0,10
2-s2.0-85091050789,MEDI,2020,308,"health economics,health services administration & management,paediatric rheumatology",ar,2,41
2-s2.0-85088921256,"CHEM,BIOC,ENVI",2020,253,"Nanocomposite,Poly(p-phenylene),Sensing material,Sulfur dioxide,Zeolite",ar,7,59
2-s2.0-85088112061,ENER,2020,190,"Bottom-up analysis,Control structure design,Integrated system,Molten carbonate fuel cell,Solid oxide fuel cell",ar,5,30
2-s2.0-85087724841,"ENGI,ENVI",2020,197,"CO2 capture,Energy analysis,Exergy analysis,Optimization,Sorption-enhanced chemical looping gasification",ar,25,43
2-s2.0-85086903570,"CHEM,CENG",2020,201,"Electrochemical sensors,Fat-soluble vitamins,Matric samples,Nanocomposites,Simultaneous determination",ar,10,51
2-s2.0-85086823062,"MATE,PHYS,CHEM",2020,217,"Dye degradation,Metal oxide,Nanomaterial,Photocatalysis,Water purification",ar,308,54
2-s2.0-85084801638,"CENG,ENER,CHEM",2020,191,"Bimetallic catalyst,CO2 hydrogenation,Iron catalyst,Olefins,Spinel structure",ar,26,60
2-s2.0-85096032506,"CHEM,ENVI,CENG,ENER",2020,192,"All-vanadium redox flow battery,Battery system efficiency,Electrolyte imbalance,Extended Kalman filter,Online optimization",ar,18,25
2-s2.0-85092384421,PHYS,2020,211,,ar,76,87
2-s2.0-85091052772,VETE,2020,239,"Dog,In-gel digestion coupled with mass spectrometry (GeLC-MS/MS),Oral tumors,Protein tyrosine phosphatase non-receptor type 5 (PTPN5),Tumor protein p53 (p53)",ar,8,53
2-s2.0-85079716780,"MATH,ECON,DECI",2020,138,"cross-sectional data,Disability,multiple state model,transition probabilities,working-age people",ar,1,32
2-s2.0-85071326066,ENVI,2020,191,"noise exposure,occupational exposure,risk assessment,wood dust,wooden toy",ar,3,16
2-s2.0-85088824714,BIOC,2020,201,"Genetic manipulation,Human dental pulp stem cells (hDPSCs),Insulin-producing cells (IPCs),Microenvironmental manipulation,Pancreatic progenitors (PPs)",ar,5,28
2-s2.0-85088271548,PHYS,2020,139,"CKM matrix,CMS,Physics,Top quark",ar,15,70
2-s2.0-85087979274,PHYS,2020,216,"CMS,Upsilon",ar,39,44
2-s2.0-85087388119,"BIOC,CENG,IMMU",2020,196,"Multi-target dsRNA,Shrimp,Simultaneous inhibition,White spot syndrome virus,Yellow head virus",ar,7,41
2-s2.0-85091466562,AGRI,2020,348,"auxin,auxin response factor,durian,ethylene,fruit ripening,transcriptional regulation",ar,18,64
2-s2.0-85091956540,"ENVI,ENER,EART",2020,162,,cp,0,7
2-s2.0-85091921476,"ENVI,ENER,EART",2020,161,,cp,0,4
2-s2.0-85091907306,"ENVI,ENER,EART",2020,201,,cp,0,14
2-s2.0-85091833819,"IMMU,BIOC",2020,490,,ar,18,56
2-s2.0-85090390205,MEDI,2020,408,"Agricultural safety and health,Pesticide use,Rice farmer,Serum cholinesterase",ar,11,21
2-s2.0-85091264792,MEDI,2020,425,"Dengue,Hepatitis,Liver failure,Mortality,Predictor,Prognosis",ar,13,38
2-s2.0-85086451128,BIOC,2020,178,"Expression array,Head and neck squamous cell carcinoma (HNSCC),Peripheral blood mononuclear cells (PBMCs),RNA sequencing,ZCCHC6 expression",ar,3,40
2-s2.0-85065703144,ENVI,2020,270,"2 k factorial design,airlift reactor,design of experiment,K L a coefficient,optimization,response surface design",ar,12,40
2-s2.0-85091470163,PHYS,2020,197,,ar,7,60
2-s2.0-85096767074,"COMP,ENER,ENGI,MATH,MEDI",2020,172,"Arduino,Embedded system,LM35,Simple linear regression,Temperature sensor",cp,6,17
2-s2.0-85095854020,PHYS,2020,118,,cp,0,11
2-s2.0-85095842404,PHYS,2020,168,,cp,2,6
2-s2.0-85095825587,PHYS,2020,144,,cp,1,8
2-s2.0-85090564637,MEDI,2020,326,"Ciliary ganglion,Mydriasis,Tonic pupil",ar,3,29
2-s2.0-85090553570,MEDI,2020,250,"Morphometric data,Peroneal tendon tear,Reconstruction,Superior peroneal retinaculum",ar,0,25
2-s2.0-85090281994,"CHEM,MATE",2020,304,,ar,13,68
2-s2.0-85095437570,EART,2020,300,"Bamboo mapping,Carbon stocks,CDM,Google Earth Engine,Landsat 8 OLI,PBTC,REDD+,Sentinel-2,Threshold classification,Threshold values,Vegetation phenology",ar,8,72
2-s2.0-85087002311,"VETE,AGRI,IMMU",2020,247,"antimicrobial resistance,Avian pathogenic Escherichia coli,colibacillosis,poultry,virulence gene,whole genome sequencing",ar,9,38
2-s2.0-85085602086,AGRI,2020,220,"Flying ability,fruit set height,herbivore,mammal pollination,Mucuna macrocarpa",ar,2,32
2-s2.0-85075080280,"ENGI,BUSI",2020,378,"Failure mode and effect analysis (FMEA),Maintenance performance,Maintenance strategies,Preventive maintenance,Proactive maintenance,Solar power plant",ar,4,21
2-s2.0-85073932361,"SOCI,BUSI,ENVI",2020,157,"Ayutthaya,Buppaesanniwas,film tourism,motivation,national identity,Thailand,traditional Thai dress",ar,4,56
2-s2.0-85114288972,MEDI,2020,313,"Bat,Belief,Contact,Religion,Thailand",ar,0,19
2-s2.0-85107213058,VETE,2020,192,"Chondroprotective effect,Dog,Medial patellar luxation,Osteoarthritis,Undenatured collagen type II",ar,2,22
2-s2.0-85107211602,"COMP,DECI",2020,106,"Integration Processing,Lymph Node Detection,R2U-Net",cp,2,6
2-s2.0-85107210020,"COMP,DECI",2020,109,"Blood Vessel Structure Analysis,Computer-Aided Diagnosis,Endoscopy,U-Net",cp,1,10
2-s2.0-85106762958,"ARTS,SOCI",2020,237,"Amulet,Animist,Religious magazine",ar,0,23
2-s2.0-85098607172,MEDI,2020,313,,ar,17,45
2-s2.0-85097570594,MEDI,2020,170,"Classification,gingivitis,periodontal diseases,periodontitis",ar,7,
2-s2.0-85097447024,SOCI,2020,139,"Customer satisfaction,Economic performance,Environmental corporate strategies,Firm image,SMEs,Sustainability",ar,0,47
2-s2.0-85097434794,SOCI,2020,125,"Aggression,Moral disengagement,Reactive aggression,Self-control,Thai women",ar,1,51
2-s2.0-85097404581,SOCI,2020,186,"Leadership,Principal,Teacher development,Teacher learning,Technology",ar,0,14
2-s2.0-85097394378,SOCI,2020,240,"Cognitive skills,Online test,Secondary school students",ar,1,21
2-s2.0-85097382285,SOCI,2020,179,"A causal relationship model of factors,Football clubs’ fans,The loyalty,The Thai premier football league",ar,0,19
2-s2.0-85097375451,SOCI,2020,190,"Alignment,Many-facets Rasch modeling,Rater severity and leniency effects",ar,1,27
2-s2.0-85097368627,SOCI,2020,137,"Anonymous online peer feedback,Computer-mediated communication (CMC),English as a foreign language (EFL),Social learning,Writing instruction",ar,1,30
2-s2.0-85096831867,"IMMU,MEDI",2020,101,,ar,0,9
2-s2.0-85096670844,"PHYS,MATH",2020,175,"Calorimeter methods,Calorimeters,Large detector-systems performance",ar,66,42
2-s2.0-85096556484,MEDI,2020,127,"Compound heterozygosity,Nagashima type,Palmoplantar keratosis,SERPINB7",re,2,18
2-s2.0-85096326485,"SOCI,ARTS",2020,101,,re,2,18
2-s2.0-85096126452,ENGI,2020,206,,ar,2,27
2-s2.0-85095985304,"VETE,AGRI,IMMU",2020,226,"diagnosis,duck,duck Tembusu virus,universal RT-PCR",ar,1,31
2-s2.0-85095853008,MEDI,2020,228,"Acute leukemia,endocrine,insulin tolerance test,survivors,Thailand",ar,0,37
2-s2.0-85094844591,"CHEM,COMP,BIOC,PHYS,ENGI",2020,188,"Deep learning,Image detection,Intelligent traffic light,Vehicle classification",ar,7,79
2-s2.0-85093901328,"ENGI,COMP",2020,296,"Bottleneck and gridlock identification,Gridlock prediction,Long short-term memory,Urban road network",ar,1,37
2-s2.0-85093886375,"CENG,CHEM",2020,225,"Biodiesel,Fatty acid methyl esters,Nickel,Partial hydrogenation,Silica fibers",ar,9,34
2-s2.0-85092942683,"BUSI,ARTS,SOCI,ECON",2020,154,"Co-working spaces,Extrinsic motivation,Intrinsic motivation,Knowledge sharing,Knowledge sharing motivation,Motivation,Qualitative research",re,0,49
2-s2.0-85092773584,MEDI,2020,257,"lung function,Obesity,respiratory muscle,tobacco",ar,2,35
2-s2.0-85092553619,"CENG,CHEM",2020,217,,ar,2,59
2-s2.0-85092537600,"COMP,DECI,ENGI",2020,166,"Buffer overflow,Invasive software,Security and protection,Security kernels,System architectures,Unauthorized access",ar,0,41
2-s2.0-85092434150,"MEDI,IMMU",2020,123,"COVID-19,Immunity, innate,Immunosenescence, immunity,Pediatric multisystem inflammatory disease, COVID-19 related,SARS-CoV-2,T-lymphocytes",re,17,50
2-s2.0-85092331982,"MEDI,IMMU",2020,260,"Bacillus Calmette-Guérin,BCG,Coronavirus,COVID-19,Immunization,SARS-CoV-2,Vaccination",re,13,52
2-s2.0-85092278141,EART,2020,281,"Emission reductions,Forest carbon stocks,Google earth engine,Landsat TM,Landsat-8,PBTC,REDD+,Tropical forestry",ar,15,76
2-s2.0-85092262813,"MATE,PHYS",2020,154,"antibacterial properties,barrier properties,packaging,polypropylene,silver-decorated multiwalled carbon nanotubes",ar,18,65
2-s2.0-85092260328,"BIOC,AGRI,MULT",2020,286,,ar,18,48
2-s2.0-85092184491,SOCI,2020,171,"Article substitutions,L1 Thai learners,L2 English,Non-target-like syntactic representation",ar,0,73
2-s2.0-85092094160,"HEAL,DENT,MEDI",2020,256,"Jaw,Radiology,Rats,Vascular remodeling",ar,4,43
2-s2.0-85092089470,MEDI,2020,99,"acute kidney injury,Asia,challenge,Diagnosis",re,0,68
2-s2.0-85092064284,"BIOC,AGRI,MULT",2020,355,,ar,1,29
2-s2.0-85091808406,"AGRI,BIOC",2020,186,"Allozyme,Cline,Cold narcosis,Geographic distribution,Molecular dynamics,Temperature adaptation,Temperature clines,Temperature-dependent selection",ar,4,57
2-s2.0-85091787122,MEDI,2020,341,,cp,21,25
2-s2.0-85091756057,NEUR,2020,254,"Escape,Innate behavior,Mouse,Optogenetics,Orienting,Superior colliculus",ar,24,48
2-s2.0-85091623482,EART,2020,179,"Exact stiffness matrix method,Flexible pavement,Moving loads,Multi-layered saturated soils,Poroelasticity",ar,9,34
2-s2.0-85091619626,"BIOC,AGRI,MULT",2020,287,,ar,7,38
2-s2.0-85091551519,AGRI,2020,286,,ar,33,94
2-s2.0-85091547879,AGRI,2020,189,,ar,21,51
2-s2.0-85091477575,PHYS,2020,170,"Duality in Gauge Field Theories,Supersymmetric Gauge Theory,Supersymmetry and Duality",ar,13,90
2-s2.0-85091440885,MEDI,2020,290,"Adverse event,Anesthesia,Complication,Perioperative,Pulmonary embolism,Thromboembolic",ar,1,27
2-s2.0-85091428716,PHYS,2020,163,"Hadron-Hadron scattering (experiments),Supersymmetry",ar,8,86
2-s2.0-85091341870,"CHEM,MATE",2020,238,"Dunlop method,Microcellulose,Nanocellulose,Natural rubber latex foam,Reinforcement",ar,27,52
2-s2.0-85091315784,AGRI,2020,306,"Carbon dynamics,Net primary productivity,Tree growth,Tropical monsoon mangrove",ar,15,65
2-s2.0-85091147967,NEUR,2020,254,"Cytokines,Deficit schizophrenia,Inflammation,Leaky gut,Neuro-immune,Oxidative stress",ar,15,39
2-s2.0-85091141667,"PHYS,EART",2020,270,,ar,75,93
2-s2.0-85091126164,MEDI,2020,300,"cage position,central canal area,cross-sectional area of thecal sac,extreme lateral lumbar interbody fusion,facet degeneration,indirect decompression,lateral lumbar interbody fusion,ligamentum flavum,oblique lateral lumbar interbody fusion,posterior element,radiographic outcome",ar,26,17
2-s2.0-85091125363,"BIOC,PHAR",2020,196,"Chronic constriction injury,Curcumin diglutaric acid,Mechanical allodynia,Neuropathic pain,Thermal hyperalgesia",ar,11,51
2-s2.0-85091088225,"IMMU,BIOC,PHAR,MEDI",2020,256,"Carbapenem-resistant Enterobacterales,Critically ill patients,Dosing regimens,Intravenous fosfomycin disodium,Pharmacokinetics/ pharmacodynamics",ar,9,38
2-s2.0-85091032730,"CHEM,CENG",2020,181,,ar,18,38
2-s2.0-85090942197,"MEDI,IMMU",2020,410,"Antiretroviral treatment,Asian,Immune characteristics,Suboptimal immune recovery",ar,8,46
2-s2.0-85090907363,"BIOC,IMMU",2020,54,,ar,5,10
2-s2.0-85090895346,"IMMU,MEDI",2020,254,"Elimination,HAV,HBV,HCV,Thailand,Viral hepatitis",re,8,53
2-s2.0-85090880424,"ENER,MATH,ENGI",2020,201,"Battery energy storage systems,Behind-the-meter scheme,Rooftop PVs,Solar power purchase agreement,Time-of-use tariff",ar,2,41
2-s2.0-85090879819,"ENVI,MEDI",2020,302,"Gold mining,Heavy metals,Myanmar,Soil",ar,19,50
2-s2.0-85090843923,"CHEM,BIOC,PHAR",2020,222,"Acetic acid-induced writhing test,Curcumin,Nociceptive pain,Pregabalin,Synergistic interaction,Tail-flick test",ar,15,71
2-s2.0-85090826799,"CHEM,BIOC,PHAR",2020,183,"Antiviral drug,Dengue methyltransferase,Dengue virus,Drug discovery,Flavanone,Flavonoid,Pinocembrin,Pinostrobin",ar,14,50
2-s2.0-85090756339,DENT,2020,279,"HLA-G,IDO,immunomodulation,periodontal ligament,toll-like receptor 3",ar,7,47
2-s2.0-85090722344,"BIOC,ENVI,AGRI",2020,216,"Indole-3-acetic acid,Phosphate solubilizing,Proteobacteria,Zinc solubilizing",ar,4,38
2-s2.0-85090722093,"CHEM,BIOC,PHAR",2020,176,"Chlamydomonas reinhardtii,COVID-19,MERS-CoV,Monoclonal antibody,Recombinant antigen,SARS-CoV-2,Transplastomic",re,43,224
2-s2.0-85090698241,"CHEM,BIOC,PHAR",2020,149,"Activated carbon,Adsorption,Bacterial cellulose,Catalyst,Ethanol dehydration",ar,10,35
2-s2.0-85090681781,PHAR,2020,203,"Nanoencapsulation,Transdermal drug delivery,Transfersomes",re,176,139
2-s2.0-85090670356,MEDI,2020,266,"Cardio Pulmonary Resuscitation,CPR,Healthcare Providers,Malaysia,Resuscitation",ar,3,21
2-s2.0-85090646554,"CENG,CHEM",2020,237,"Coal fly ash,Hydrocarbons,Pyrolysis,Sacha inchi,SBA-15",ar,7,40
2-s2.0-85090605928,"CENG,MATE,PHYS,CHEM",2020,193,"Biomaterial,Fibroblast,Photopolymerization,PolyHIPEs,Ultraviolet",ar,3,36
2-s2.0-85090605653,"MEDI,IMMU",2020,251,"COVID-19,Gustatory,Olfactory,Smell,Taste",re,38,37
2-s2.0-85090590286,"ENGI,SOCI,DECI",2020,177,"Crime,Eyes on the street,Isovist field,Motorcycle taxi,Self-organization,Surveillance",ar,4,27
2-s2.0-85090531658,"CENG,CHEM",2020,169,"Caffeine,Photocatalysis,Photocatalytic degradation,Titanium dioxide,Ultraviolet C",ar,16,49
2-s2.0-85090529923,"IMMU,PHAR,MEDI",2020,250,"Intramuscular,Leptospira,Leptospirosis,LigA subunit vaccine,LMQ adjuvant,Subcutaneous,Vaccination route",ar,10,42
2-s2.0-85090508872,MEDI,2020,280,"antibiotics,bacterial infections,child,drug resistance-bacterial,intensive care units,surveys",ar,8,51
2-s2.0-85090508260,MEDI,2020,308,cervix uteri,cp,6,29
2-s2.0-85090432226,"COMP,SOCI,ENER,ENGI,ENVI",2020,172,"Expectation-confirmation model (ECM),Group norms,Image,Perceived critical mass,Social identity,Social media",ar,26,62
2-s2.0-85090421898,"ENGI,COMP",2020,208,"Dynamic system optimum,macroscopic fundamental diagram,saturated state and input constraints,simultaneous route assignment and departure time assignment,state-dependent time-varying delay",ar,9,53
2-s2.0-85090334785,BIOC,2020,246,"Inflammation,Neurocognition,Neuroimmunomodulation,Schizophrenia,Treatment resistance",ar,16,94
2-s2.0-85090291073,"CHEM,MATE",2020,205,"Humidifier,Membrane electrode assembly,Polyvinyl alcohol,Proton exchange membrane fuel cell",ar,10,21
2-s2.0-85090267655,"IMMU,MEDI",2020,247,,ar,11,37
2-s2.0-85090261628,"CHEM,BIOC,PHAR",2020,200,"Antioxidant,COX2,Flos puerariae,GLUT4,INOS,PPARγ",ar,12,31
2-s2.0-85090261382,"MEDI,BIOC",2020,252,"Apoptosis,Ephemeranthol A,Epithelial to mesenchymal transition (EMT),Lung cancer",ar,11,45
2-s2.0-85090247564,"CHEM,MATH,MATE,BIOC,PHYS",2020,190,"Fluorescent dye,Fluorescent marker,Near-infrared marker,Petroluem marker",ar,0,22
2-s2.0-85090219351,"BIOC,PHAR",2020,258,"Aging,Alzheimer’s disease,Behaviour,Biomarkers,Brain,CCL-11,Cytokines,Eotaxin,Prevention,Schizophrenia,Stroke",re,26,93
2-s2.0-85090178679,"BIOC,AGRI,MULT",2020,234,,ar,9,47
2-s2.0-85090154428,"COMP,DECI,ENGI,MATH",2020,81,"Adaptive search,Martingale processes,Simulation optimization,Stochastic optimization",ar,1,27
2-s2.0-85090148112,COMP,2020,110,"customer preferences,Differentiated reliability services,distributed generation,distribution network,independent distributions system operator,reconfiguration",ar,2,33
2-s2.0-85090106139,"CHEM,BIOC,PHAR",2020,197,"Green tea,Neurodegenerative diseases,Neuroprotection,Parkinson’s disease,Polyphenols",re,34,150
2-s2.0-85090104707,"CENG,BIOC,CHEM,COMP",2020,194,"Anti-1,2,3-triazole,Quinuclidine,Stereoselectivity,α3β4 nAChR,α7 nAChR",ar,4,51
2-s2.0-85090085550,MEDI,2020,376,"adolescents,HIV prevention,men who have sex with men (MSM),pre-exposure prophylaxis (PrEP) adherence,transgender women (TGW)",ar,22,67
